ÁREA,DISCIPLINA,TÓPICO,NÍVEL_SUPERIOR_INDICADO,FREQUÊNCIA_EDITAIS
FISCAL,Administração Financeira e Orçamentária,Orçamento,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Orçamento operacional,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Orçamento de capital,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Orçamento financeiro,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Plano Plurianual,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Lei de Diretrizes Orçamentárias,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Lei de Orçamentos Anuais,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Créditos adicionais,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Suplementares,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Especiais,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Extraordinários,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Blocagem de recursos,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Contingenciamento,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Execução orçamentária,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Empenho,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Liquidação,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Pagamento,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Receitas orçamentárias,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Receitas correntes,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Receitas de capital,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Receitas tributárias,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Receitas de contribuições,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Despesas orçamentárias,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Despesas correntes,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Despesas de capital,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Custeio,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Investimentos,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Inversões financeiras,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Transferências correntes,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Transferências de capital,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Amortização da dívida,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Equilíbrio orçamentário,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Superávit,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Déficit,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Controle orçamentário,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Variação orçamentária,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Eficiência orçamentária,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Transparência,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Participação pública,Sim,Frequente
FISCAL,Administração Financeira e Orçamentária,Accountability,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Conceitos fundamentais,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria interna,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria externa,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria independente,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria fiscal,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria operacional,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria de conformidade,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Normas de auditoria,Sim,Frequente
FISCAL,Auditoria e Fiscalização,ISA (International Standards on Auditing),Sim,Frequente
FISCAL,Auditoria e Fiscalização,ISSAI (International Standards of Supreme Audit Institutions),Sim,Frequente
FISCAL,Auditoria e Fiscalização,Normas técnicas brasileiras,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Planejamento da auditoria,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Procedimentos de auditoria,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Testes de controle,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Testes substantivos,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Seleção de amostra,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Amostragem não estatística,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Amostragem estatística,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Evidência de auditoria,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Qualidade da evidência,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Suficiência,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Relevância,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Confiabilidade,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Papéis de trabalho,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Documentação,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Relatório de auditoria,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Opinião de auditoria,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Opinião sem ressalva,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Opinião com ressalva,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Opinião adversa,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Abstenção de opinião,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Assuntos-chave de auditoria,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Continuidade da entidade,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Risco de auditoria,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Risco inerente,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Risco de controle,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Risco de detecção,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Controles internos,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Avaliação de controles,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Fraquezas de controle,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Recomendações de auditoria,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Fiscalização tributária,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Fiscalização de conformidade,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Autos de infração,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Laudo de fiscalização,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Procedimentos fisccais,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Denúncia,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Delação,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria governamental,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria de legalidade,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria de economia,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria de eficiência,Sim,Frequente
FISCAL,Auditoria e Fiscalização,Auditoria de eficácia,Sim,Frequente
FISCAL,Legislação Tributária,Constituição Federal - Sistema Tributário,Sim,Frequente
FISCAL,Legislação Tributária,Lei 5.172/1966 - Código Tributário Nacional,Sim,Frequente
FISCAL,Legislação Tributária,Lei 8.212/1991 - Contribuição para Seguridade Social,Sim,Frequente
FISCAL,Legislação Tributária,Lei 8.213/1991 - Previdência Social,Sim,Frequente
FISCAL,Legislação Tributária,Lei 8.666/1993 - Licitações,Sim,Frequente
FISCAL,Legislação Tributária,Lei 9.249/1995 - Imposto de Renda Pessoa Jurídica,Sim,Frequente
FISCAL,Legislação Tributária,Lei 9.250/1995 - Imposto de Renda Pessoa Física,Sim,Frequente
FISCAL,Legislação Tributária,Lei 9.431/1996 - Saúde Suplementar,Sim,Frequente
FISCAL,Legislação Tributária,Lei 9.504/1997 - Processo Eleitoral,Sim,Frequente
FISCAL,Legislação Tributária,Lei 9.718/1998 - Tributação do PIS e COFINS,Sim,Frequente
FISCAL,Legislação Tributária,Lei 10.336/2001 - IPI,Sim,Frequente
FISCAL,Legislação Tributária,Lei 10.637/2002 - Não Cumulatividade do PIS,Sim,Frequente
FISCAL,Legislação Tributária,Lei 10.833/2003 - Não Cumulatividade da COFINS,Sim,Frequente
FISCAL,Legislação Tributária,Lei 11.196/2005 - Incentivos Fiscais,Sim,Frequente
FISCAL,Legislação Tributária,Lei 12.114/2009 - Empresa Pública de Radiodifusão,Sim,Frequente
FISCAL,Legislação Tributária,Lei 12.593/2012 - Plano Plurianual,Sim,Frequente
FISCAL,Legislação Tributária,Lei 13.102/2015 - Simples Nacional,Sim,Frequente
FISCAL,Legislação Tributária,Lei 14.133/2021 - Licitações e Contratos,Sim,Frequente
FISCAL,Legislação Tributária,Decreto nº 9.580/2018 - Regulamento do Imposto de Renda,Sim,Frequente
FISCAL,Legislação Tributária,Instrução Normativa RFB,Sim,Frequente
FISCAL,Legislação Tributária,Portarias da Secretaria da Receita Federal,Sim,Frequente
FISCAL,Legislação Tributária,Resoluções do Senado Federal,Sim,Frequente
FISCAL,Legislação Tributária,Leis Estaduais de ICMS,Sim,Frequente
FISCAL,Legislação Tributária,Leis Municipais de ISS e IPTU,Sim,Frequente
FISCAL,Legislação Tributária,Legislação tributária específica de cada estado,Sim,Frequente
FISCAL,Legislação Tributária,Legislação tributária municipal,Sim,Frequente
FISCAL,Legislação Tributária,Tratados internacionais,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Macroeconomia,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Produto Interno Bruto,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Crescimento econômico,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Inflação,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Deflação,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Desemprego,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Taxa de desemprego,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Ciclos econômicos,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Crises econômicas,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Microeconomia,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Oferta e demanda,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Elasticidade,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Mercado,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Concorrência perfeita,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Monopólio,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Oligopólio,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Concorrência monopolística,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Política fiscal,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Receita do governo,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Tributação,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Despesa do governo,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Gastos públicos,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Investimento público,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Transferências,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Orçamento governamental,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Déficit orçamentário,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Superávit orçamentário,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Dívida pública,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Financiamento do déficit,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Títulos públicos,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Política monetária,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Banco Central,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Taxa de juros,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Agregados monetários,Sim,Frequente
FISCAL,Economia e Finanças Públicas,M1,Sim,Frequente
FISCAL,Economia e Finanças Públicas,M2,Sim,Frequente
FISCAL,Economia e Finanças Públicas,M3,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Oferta de moeda,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Demanda de moeda,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Inflação,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Teorias da inflação,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Inflação de demanda,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Inflação de custo,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Inflação estrutural,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Deflação,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Desinflação,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Estagflação,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Comércio internacional,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Exportações,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Importações,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Taxa de câmbio,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Câmbio fixo,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Câmbio flutuante,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Câmbio administrado,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Balanço de pagamentos,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Conta corrente,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Conta capital,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Reservas internacionais,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Desenvolvimento econômico,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Desigualdade de renda,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Pobreza,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Indicadores de desenvolvimento,Sim,Frequente
FISCAL,Economia e Finanças Públicas,IDH,Sim,Frequente
FISCAL,Economia e Finanças Públicas,GINI,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Políticas de desenvolvimento,Sim,Frequente
FISCAL,Economia e Finanças Públicas,Sustentabilidade econômica,Sim,Frequente
FISCAL,Governança e Tecnologia da Informação,Conceitos de governança,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Governança corporativa,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Governança pública,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Princípios de governança,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Transparência,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Accountability,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Conformidade,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Integridade,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Gestão de riscos,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Identificação de riscos,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Análise de riscos,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Mitigação de riscos,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Monitoramento de riscos,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Controle interno,Não,Comum
FISCAL,Governança e Tecnologia da Informação,COSO Framework,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Ambiente de controle,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Avaliação de riscos,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Atividades de controle,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Informação e comunicação,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Monitoramento,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Sistemas de informação,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Conceitos básicos de TI,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Hardware,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Software,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Redes,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Internet,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Bancos de dados,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Estrutura de dados,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Banco de dados relacional,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Banco de dados não relacional,Não,Comum
FISCAL,Governança e Tecnologia da Informação,SQL,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Linguagens de programação,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Segurança da informação,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Confidencialidade,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Integridade,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Disponibilidade,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Autenticação,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Autorização,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Criptografia,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Firewalls,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Antivírus,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Proteção contra malware,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Backup e recuperação,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Plano de continuidade,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Recuperação de desastres,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Lei Geral de Proteção de Dados (LGPD),Não,Comum
FISCAL,Governança e Tecnologia da Informação,Privacidade,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Direitos dos titulares,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Deveres dos controladores,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Transferência de dados,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Incidentes de segurança,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Auditoria de TI,Não,Comum
FISCAL,Governança e Tecnologia da Informação,COBIT,Não,Comum
FISCAL,Governança e Tecnologia da Informação,ITIL,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Gestão de projetos,Não,Comum
FISCAL,Governança e Tecnologia da Informação,PMBOK,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Agile,Não,Comum
FISCAL,Governança e Tecnologia da Informação,DevOps,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Cloud Computing,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Infraestrutura como Serviço (IaaS),Não,Comum
FISCAL,Governança e Tecnologia da Informação,Plataforma como Serviço (PaaS),Não,Comum
FISCAL,Governança e Tecnologia da Informação,Software como Serviço (SaaS),Não,Comum
FISCAL,Governança e Tecnologia da Informação,Big Data,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Análise de dados,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Machine Learning,Não,Comum
FISCAL,Governança e Tecnologia da Informação,Inteligência Artificial,Não,Comum
FISCAL,Análise de Dados,Estatística descritiva,Sim,Frequente
FISCAL,Análise de Dados,Coleta de dados,Sim,Frequente
FISCAL,Análise de Dados,Organização de dados,Sim,Frequente
FISCAL,Análise de Dados,Resumo de dados,Sim,Frequente
FISCAL,Análise de Dados,Visualização de dados,Sim,Frequente
FISCAL,Análise de Dados,Gráficos,Sim,Frequente
FISCAL,Análise de Dados,Tabelas,Sim,Frequente
FISCAL,Análise de Dados,Inferência estatística,Sim,Frequente
FISCAL,Análise de Dados,Estimação de parâmetros,Sim,Frequente
FISCAL,Análise de Dados,Teste de hipóteses,Sim,Frequente
FISCAL,Análise de Dados,Intervalo de confiança,Sim,Frequente
FISCAL,Análise de Dados,Regressão,Sim,Frequente
FISCAL,Análise de Dados,Análise de correlação,Sim,Frequente
FISCAL,Análise de Dados,Análise de variância,Sim,Frequente
FISCAL,Análise de Dados,ANOVA,Sim,Frequente
FISCAL,Análise de Dados,Testes não paramétricos,Sim,Frequente
FISCAL,Análise de Dados,Chi-quadrado,Sim,Frequente
FISCAL,Análise de Dados,Teste de Mann-Whitney,Sim,Frequente
FISCAL,Análise de Dados,Teste de Kruskal-Wallis,Sim,Frequente
FISCAL,Análise de Dados,Séries temporais,Sim,Frequente
FISCAL,Análise de Dados,Tendência,Sim,Frequente
FISCAL,Análise de Dados,Sazonalidade,Sim,Frequente
FISCAL,Análise de Dados,Autocorrelação,Sim,Frequente
FISCAL,Análise de Dados,Previsão,Sim,Frequente
FISCAL,Análise de Dados,Análise de cluster,Sim,Frequente
FISCAL,Análise de Dados,Análise fatorial,Sim,Frequente
FISCAL,Análise de Dados,Análise multivariada,Sim,Frequente
FISCAL,Análise de Dados,Análise discriminante,Sim,Frequente
FISCAL,Análise de Dados,Data Mining,Sim,Frequente
FISCAL,Análise de Dados,Mineração de regras,Sim,Frequente
FISCAL,Análise de Dados,Árvores de decisão,Sim,Frequente
FISCAL,Análise de Dados,Redes neurais,Sim,Frequente
FISCAL,Análise de Dados,Algoritmos de aprendizado,Sim,Frequente
FISCAL,Análise de Dados,Aprendizado supervisionado,Sim,Frequente
FISCAL,Análise de Dados,Aprendizado não supervisionado,Sim,Frequente
FISCAL,Análise de Dados,Aprendizado por reforço,Sim,Frequente
FISCAL,Análise de Dados,Validação de modelos,Sim,Frequente
FISCAL,Análise de Dados,Cross-validation,Sim,Frequente
FISCAL,Análise de Dados,Matriz de confusão,Sim,Frequente
FISCAL,Análise de Dados,Métricas de desempenho,Sim,Frequente
FISCAL,Análise de Dados,Acurácia,Sim,Frequente
FISCAL,Análise de Dados,Precisão,Sim,Frequente
FISCAL,Análise de Dados,Recall,Sim,Frequente
FISCAL,Análise de Dados,F1-Score,Sim,Frequente
FISCAL,Análise de Dados,ROC Curve,Sim,Frequente
FISCAL,Análise de Dados,AUC,Sim,Frequente
FISCAL,Análise de Dados,Visualização e comunicação de resultados,Sim,Frequente
FISCAL,Análise de Dados,Dashboard,Sim,Frequente
FISCAL,Análise de Dados,BI (Business Intelligence),Sim,Frequente
FISCAL,Análise de Dados,PowerBI,Sim,Frequente
FISCAL,Análise de Dados,Tableau,Sim,Frequente
FISCAL,Análise de Dados,Excel avançado,Sim,Frequente
FISCAL,Análise de Dados,Programação em Python,Sim,Frequente
FISCAL,Análise de Dados,Programação em R,Sim,Frequente
FISCAL,Análise de Dados,SQL,Sim,Frequente
FISCAL,Análise de Dados,Preparação de dados,Sim,Frequente
FISCAL,Análise de Dados,Limpeza de dados,Sim,Frequente
FISCAL,Análise de Dados,Transformação de dados,Sim,Frequente
FISCAL,Análise de Dados,Integração de dados,Sim,Frequente
SAÚDE,Português,Interpretação e compreensão de textos,Não,Comum
SAÚDE,Português,Ortografia,Não,Comum
SAÚDE,Português,Pontuação,Não,Comum
SAÚDE,Português,Semântica,Não,Comum
SAÚDE,Português,Morfologia,Não,Comum
SAÚDE,Português,Sintaxe,Não,Comum
SAÚDE,Português,Concordância,Não,Comum
SAÚDE,Português,Regência,Não,Comum
SAÚDE,Português,Colocação pronominal,Não,Comum
SAÚDE,Anatomia,"Sistema cardiovascular: coração, estrutura, funções",Sim,Frequente
SAÚDE,Anatomia,Artérias e veias sistêmicas,Sim,Frequente
SAÚDE,Anatomia,Sistema respiratório: estrutura das vias aéreas,Sim,Frequente
SAÚDE,Anatomia,Pulmões e trocas gasosas,Sim,Frequente
SAÚDE,Anatomia,"Sistema nervoso central: cérebro, medula",Sim,Frequente
SAÚDE,Anatomia,Sistema nervoso periférico,Sim,Frequente
SAÚDE,Anatomia,"Sistema digestório: cavidade oral, esôfago",Sim,Frequente
SAÚDE,Anatomia,"Estômago, intestino delgado, intestino grosso",Sim,Frequente
SAÚDE,Anatomia,Pâncreas e fígado,Sim,Frequente
SAÚDE,Anatomia,"Sistema urinário: rins, bexiga, uretra",Sim,Frequente
SAÚDE,Anatomia,Sistema endócrino: glândulas e hormônios,Sim,Frequente
SAÚDE,Anatomia,"Hipófise, tireóide, pâncreas",Sim,Frequente
SAÚDE,Anatomia,Adrenais e gônadas,Sim,Frequente
SAÚDE,Anatomia,"Sistema imunológico: células, órgãos",Sim,Frequente
SAÚDE,Anatomia,Anticorpos e antígenos,Sim,Frequente
SAÚDE,Anatomia,"Esqueleto: ossos, articulações",Sim,Frequente
SAÚDE,Anatomia,Músculos e contrações,Sim,Frequente
SAÚDE,Anatomia,Cavidade bucal: estrutura e funções,Sim,Frequente
SAÚDE,Anatomia,Dentes e gengiva,Sim,Frequente
SAÚDE,Fisiologia,Fisiologia cardiovascular: bomba cardíaca,Sim,Comum
SAÚDE,Fisiologia,Débito cardíaco e pressão arterial,Sim,Comum
SAÚDE,Fisiologia,Circulação sistêmica e pulmonar,Sim,Comum
SAÚDE,Fisiologia,Fisiologia respiratória: ventilação pulmonar,Sim,Comum
SAÚDE,Fisiologia,Difusão e transporte de gases,Sim,Comum
SAÚDE,Fisiologia,Regulação da respiração,Sim,Comum
SAÚDE,Fisiologia,Fisiologia do sistema nervoso,Sim,Comum
SAÚDE,Fisiologia,Potencial elétrico e sinapses,Sim,Comum
SAÚDE,Fisiologia,Reflexos espinhais,Sim,Comum
SAÚDE,Fisiologia,Fisiologia gastrointestinal: deglutição,Sim,Comum
SAÚDE,Fisiologia,Secreção ácida gástrica,Sim,Comum
SAÚDE,Fisiologia,Absorção intestinal,Sim,Comum
SAÚDE,Fisiologia,Metabolismo de carboidratos,Sim,Comum
SAÚDE,Fisiologia,Metabolismo de lipídios,Sim,Comum
SAÚDE,Fisiologia,Metabolismo proteico,Sim,Comum
SAÚDE,Fisiologia,Fisiologia renal: filtração,Sim,Comum
SAÚDE,Fisiologia,Reabsorção tubular,Sim,Comum
SAÚDE,Fisiologia,Secreção tubular,Sim,Comum
SAÚDE,Fisiologia,Fisiologia da reprodução,Sim,Comum
SAÚDE,Fisiologia,Ciclo menstrual,Sim,Comum
SAÚDE,Fisiologia,Fisiologia da lactação,Sim,Comum
SAÚDE,Farmacologia,Conceitos de farmacocinética,Sim,Frequente
SAÚDE,Farmacologia,Absorção de fármacos,Sim,Frequente
SAÚDE,Farmacologia,Distribuição e metabolismo,Sim,Frequente
SAÚDE,Farmacologia,Excreção de fármacos,Sim,Frequente
SAÚDE,Farmacologia,Farmacodinâmica: mecanismo de ação,Sim,Frequente
SAÚDE,Farmacologia,Receptores celulares,Sim,Frequente
SAÚDE,Farmacologia,Agonistas e antagonistas,Sim,Frequente
SAÚDE,Farmacologia,Vias de administração: oral,Sim,Frequente
SAÚDE,Farmacologia,"Intramuscular, intravenosa, tópica",Sim,Frequente
SAÚDE,Farmacologia,Transdermal,Sim,Frequente
SAÚDE,Farmacologia,Grupos farmacológicos: antibióticos,Sim,Frequente
SAÚDE,Farmacologia,Antifúngicos,Sim,Frequente
SAÚDE,Farmacologia,Antivirais,Sim,Frequente
SAÚDE,Farmacologia,Analgésicos,Sim,Frequente
SAÚDE,Farmacologia,Anti-inflamatórios,Sim,Frequente
SAÚDE,Farmacologia,Antitérmicos,Sim,Frequente
SAÚDE,Farmacologia,Antiarrítmicos,Sim,Frequente
SAÚDE,Farmacologia,Antihipertensivos,Sim,Frequente
SAÚDE,Farmacologia,Diuréticos,Sim,Frequente
SAÚDE,Farmacologia,Laxantes,Sim,Frequente
SAÚDE,Farmacologia,Antiácidos,Sim,Frequente
SAÚDE,Farmacologia,Antidiarreicos,Sim,Frequente
SAÚDE,Farmacologia,Antieméticos,Sim,Frequente
SAÚDE,Farmacologia,Efeitos colaterais e adversos,Sim,Frequente
SAÚDE,Farmacologia,Interações medicamentosas,Sim,Frequente
SAÚDE,Farmacologia,Contraindicações,Sim,Frequente
SAÚDE,Farmacologia,Reações alérgicas,Sim,Frequente
SAÚDE,Farmacologia,Farmacovigilância,Sim,Frequente
